encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,bloodmnist,medical,3,flowers102,0.6421569585800171,0.6669999361038208,500,600,256,128,0.01,1.206012224778533,0.019252687692642212,npu:6
resnet50,bloodmnist,medical,3,food101,0.3841584324836731,0.4368000030517578,500,600,256,128,0.01,1.206012224778533,0.023640504106879234,npu:6
resnet50,bloodmnist,medical,3,gtsrb,0.6853491067886353,0.5861999988555908,500,600,256,128,0.01,1.206012224778533,0.022082630544900894,npu:6
resnet50,bloodmnist,medical,3,oxford_pets,0.8863328099250793,0.8822567462921143,500,600,256,128,0.01,1.206012224778533,0.018007615581154823,npu:6
resnet50,bloodmnist,medical,4,beans,0.8557692766189575,0.8359375,500,600,256,128,0.01,1.2192643620073795,0.01485949195921421,npu:6
resnet50,bloodmnist,medical,4,dtd,0.6196808815002441,0.6191489100456238,500,600,256,128,0.01,1.2192643620073795,0.01914592832326889,npu:6
resnet50,bloodmnist,medical,4,eurosat,0.9035784602165222,0.9099999666213989,500,600,256,128,0.01,1.2192643620073795,0.019536059349775314,npu:6
resnet50,bloodmnist,medical,4,flowers102,0.6225490570068359,0.6661999225616455,500,600,256,128,0.01,1.2192643620073795,0.0189595278352499,npu:6
resnet50,bloodmnist,medical,4,food101,0.3772277235984802,0.43699997663497925,500,600,256,128,0.01,1.2192643620073795,0.022733593359589577,npu:6
resnet50,bloodmnist,medical,4,gtsrb,0.656833827495575,0.5712000131607056,500,600,256,128,0.01,1.2192643620073795,0.022931192070245743,npu:6
resnet50,bloodmnist,medical,4,oxford_pets,0.8998645544052124,0.8773507475852966,500,600,256,128,0.01,1.2192643620073795,0.021803008392453194,npu:6
resnet50,breastmnist,medical,0,beans,0.826923131942749,0.8828125,500,600,256,128,0.01,1.2482172660529613,0.015326492488384247,npu:6
resnet50,breastmnist,medical,0,dtd,0.6103723645210266,0.6069148778915405,500,600,256,128,0.01,1.2482172660529613,0.017756113782525063,npu:6
resnet50,breastmnist,medical,0,eurosat,0.8916499614715576,0.9029629826545715,500,600,256,128,0.01,1.2482172660529613,0.018729738891124725,npu:6
resnet50,breastmnist,medical,0,flowers102,0.6372549533843994,0.6521999835968018,500,600,256,128,0.01,1.2482172660529613,0.0182289257645607,npu:6
resnet50,breastmnist,medical,0,food101,0.3990098834037781,0.420199990272522,500,600,256,128,0.01,1.2482172660529613,0.021432975307106972,npu:6
