dataset,encoder,target_domain,budget,method,repeat,selected,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,evaluation_cache_hit,squared_loss,brier_score,nll,accuracy,macro_f1,ece
pacs,resnet50,art_painting,5,effective_rank,-1,cartoon__block_00|photo__block_00|photo__block_01|photo__block_03|sketch__block_00,2903,3d1b59ad25ad74322ce03b0e467d13aa22abcad05adfef76668febf098babd47,1415,1.0,primal,0.4786260612308979,0,0.3918438344590327,0.7221648504137732,1.5622163428019937,0.8035335689045936,0.7907388847524933,0.5820454709966998
pacs,resnet50,art_painting,5,facility_subspace,-1,cartoon__block_02|photo__block_00|photo__block_01|photo__block_03|sketch__block_00,2891,37b6712d4941f93015c565d74d4e662f8bb4f4980e514113aae662d090fcf50e,1415,1.0,primal,0.4799027368426323,0,0.3770563992182633,0.7153302955717802,1.5447040370932676,0.8127208480565371,0.7984142333526603,0.5876062436949163
pacs,resnet50,art_painting,5,kcenter_subspace,-1,cartoon__block_03|photo__block_01|photo__block_02|photo__block_03|sketch__block_00,2864,907e31ef67b0abe4f5ed997177ff6f2748e7cb5718d84d9a96567a376436daa3,1415,1.0,primal,0.4883245024830103,0,0.3761029405493778,0.7199092711683238,1.555963212539973,0.826148409893993,0.8169129220737253,0.6048765047447673
pacs,resnet50,art_painting,5,random,0,cartoon__block_00|cartoon__block_01|photo__block_02|sketch__block_00|sketch__block_02,3555,c8790c8aa2cbe07ac8f24fd5a6fa1720ec315cbbabb6ede04e4412a1f95fa389,1415,1.0,primal,0.502958545461297,0,0.3836404415530273,0.7168204532461745,1.5473094390238262,0.818374558303887,0.8016343080910274,0.5945813593188359
pacs,resnet50,art_painting,5,random,1,cartoon__block_03|photo__block_03|sketch__block_00|sketch__block_01|sketch__block_02,3993,50c1c3a1e630c5e19d4d7006cab8ab0f6bc1232a03543f3e6a3ae3aee7361660,1415,1.0,primal,0.49718931689858437,0,0.4031148507727562,0.7180298125676736,1.5521749884824816,0.792226148409894,0.7774790725748355,0.5680039105476427
pacs,resnet50,art_painting,5,random,2,cartoon__block_01|cartoon__block_02|sketch__block_00|sketch__block_02|sketch__block_03,4106,75c2adfedc8784c62d0de17ba36a01ec78b9e1c128a07b963cfc3261c544b9ac,1415,1.0,primal,0.5413954108953476,0,0.45603315147812684,0.7353935546067534,1.5936625461474347,0.7653710247349823,0.7390885264700786,0.5495403083053836
pacs,resnet50,art_painting,5,random,3,cartoon__block_01|photo__block_00|photo__block_03|sketch__block_00|sketch__block_02,3424,58c5b8ee763fee2e5cbc8924b60554b1cb667eca7c666adebb3d373f3c19af38,1415,1.0,primal,0.5404752492904663,0,0.3819031304883913,0.7179915046666465,1.5514433667727094,0.8098939929328622,0.7935873930270422,0.5866850307619976
pacs,resnet50,art_painting,5,random,4,cartoon__block_02|photo__block_00|photo__block_01|photo__block_02|sketch__block_03,2785,0388a1fa78c004f3a15a1bd8c67f4840673d3bef231d0dde10b8fcf337b797c4,1415,1.0,primal,0.5159765593707561,0,0.3756232611675016,0.7182514804947325,1.551064250200195,0.8240282685512368,0.812095994259997,0.6011262754940941
pacs,resnet50,art_painting,5,random,5,cartoon__block_02|photo__block_01|photo__block_02|photo__block_03|sketch__block_01,2797,9314b5b3dc725653bd2142e140b467e1828db2dc96a5c38558a543e112f07030,1415,1.0,primal,0.5112488511949778,0,0.3790904101139414,0.7190702640495122,1.5537758030297077,0.818374558303887,0.8038892766906106,0.5958630220439844
pacs,resnet50,art_painting,5,random,6,cartoon__block_01|cartoon__block_02|cartoon__block_03|sketch__block_00|sketch__block_01,3756,e7b47dbd0d034682954c361340e70f483492997b4e5c5ce0dd3b90399911e750,1415,1.0,primal,0.5131855383515358,0,0.4381737994349124,0.73114976596538,1.5828625174748692,0.773851590106007,0.7529498986452188,0.5559965918309233
pacs,resnet50,art_painting,5,random,7,cartoon__block_03|photo__block_03|sketch__block_00|sketch__block_01|sketch__block_02,3993,50c1c3a1e630c5e19d4d7006cab8ab0f6bc1232a03543f3e6a3ae3aee7361660,1415,1.0,primal,0.49718931689858437,1,0.4031148507727562,0.7180298125676736,1.5521749884824816,0.792226148409894,0.7774790725748355,0.5680039105476427
pacs,resnet50,art_painting,5,random,8,cartoon__block_02|photo__block_00|sketch__block_00|sketch__block_02|sketch__block_03,3970,b04f65debb45f49164394e61e1c7187fe755d6e7e9baea1497d4c8de96435749,1415,1.0,primal,0.5037503652274609,0,0.40002762969595934,0.7139913464202998,1.541764826452674,0.7908127208480565,0.7703562278094918,0.5637043038183696
pacs,resnet50,art_painting,5,random,9,cartoon__block_02|photo__block_03|sketch__block_00|sketch__block_02|sketch__block_03,3964,c92425e438d91683f5161bcce274dd2459a7aef1cade5fb213d734b85ded8d68,1415,1.0,primal,0.5040699671953917,0,0.40329826100970045,0.7134335912653206,1.5409927563071304,0.7872791519434629,0.7642289256243959,0.5594225707967596
